_id,product_name,product_price,content,option,date,rating
6788dd7cadf9449380c270a5,ABC JUICE,43000,"건더기가 많네요\n다른 abc주스를 먹다가 건더기가 들어있다는 얘기를 듣고 주문했어요.오늘 처음 먹어봤는데 건더기가 정말 많네요^^ 뚜껑따서 먹다가 나중엔 가위로 갈라서 숟가락으로 긁어먹었어요.편하게 먹을 수 있는 방법을 찾아봐야겠습니다.\n\n\n\n마응에 드는 건\n\n첫째,달지 않아요.전에 먹던 건 좀 달달했거든요.달지 않으니 더 믿음이 가네요\n\n둘째,건더기가 많아요. 왠지 더 건강한 주스의 느낌~~\n\n\n\n\n\n건강하게 오래 먹을 수 있는지 계속 마셔볼게요~\n리뷰 더보기",,2020.7.15,5
6788dd86adf9449380c270a6,ABC JUICE,43000,60일 패키지\n기존에 집에서 착즙해서 마셨었는데\n\n통째로 간 주스가 찐이네요~~\n\n정말 레알 백퍼 갈아만든 쥬스~\n\n물을 좀 타서 마시면 훨~마시기 편해요\n\n씹어서 삼키는 건 좀 힘들어요..전 ㅋ\n\n디** 프로그램으로 시작하려해떠니\n\n어김없이 술 약속이 잡히는 ㅋㅋㅋ\n\n그래도 매일 공복 한포씩으로 건강 챙겨요~~\n리뷰 더보기,,2020.7.9,5
6788dd92adf9449380c270a7,ABC JUICE,43000,"지난번에 한번 주문해먹고 재주문 했습니다. 다른 브랜드 ABC 쥬스 요새 많이 나오는데, 여기가 저는 제일 상급제품 인것 같아요",,2020.7.8,5
6788dd9cadf9449380c270a8,ABC JUICE,43000,정말 갈아서 만든 쥬스의 맛... 첨가되지않은 맛이 더 믿음이가네요.\n\n(2020-06-30 22:33:52 에 등록된 네이버 페이 구매평),,2020.7.1,5
6788dda6adf9449380c270a9,ABC JUICE,43000,5일동안 디**로 했었는데 효*좋아서 이번에 20개 재구매하면서 후기남겨요\n갈아넣어서 씹는맛이있어요 배는고프지만 몸이 건강해지는 느낌? 이여서 매우만족했습니다 ㅎㅎ,,2020.6.26,5
6788ddb0adf9449380c270aa,ABC JUICE,43000,포장도 잘 되어서 배송 왔네요. 비트 퀄리티 때문에 좀 오래기다려야 했지만 만족합니다. 일일이 갈아서 먹는것 보다 훨씬 수월하네요. 건강해질것같은 느낌,,2020.6.24,5
6788ddbaadf9449380c270ab,ABC JUICE,43000,탁월한 선택! 생각보다 포만감도 있고 먹기에도 부담스럽지 않아요~\n\n(2020-06-18 14:51:13 에 등록된 네이버 페이 구매평),,2020.6.19,5
6788ddc5adf9449380c270ac,ABC JUICE,43000,오..진짜 건더기가 엄청 씹혀요\n마시기에 거부감 전혀없고\n좋아요^^\n\n(2020-06-17 17:03:03 에 등록된 네이버 페이 구매평)\n리뷰 더보기,,2020.6.18,5
6788ddcfadf9449380c270ad,ABC JUICE,43000,비트때문인지 꾸덕여서 막 벌컥벌컥은 못먹겠네요ㅠㅠ 아침 출근 후 먹고 퇴근 후에 운동가서 퇴근하기 두시간전에 먹는데 나름 든든(?)해요 건강해지는느낌\n\n(2020-06-17 11:42:40 에 등록된 네이버 페이 구매평)\n리뷰 더보기,,2020.6.18,5
6788ddd9adf9449380c270ae,ABC JUICE,43000,오래 기다렸지만...질좋은 비트를 구해 좋은 제품을 만들어야 하니 조금만 기다려달라는 문자를 받고 믿고 기다렸네요. 아이스박스에 담아 보내주셨어요. 내일부터 열심히 먹어보려구요. ^^ 건강을 위해 구입한거라 기대되네요.\n\n(2020-06-16 15:46:05 에 등록된 네이버 페이 구매평)\n리뷰 더보기,,2020.6.17,5
